Fruit,Quantity_kg,Price_per_kg_in_USD,Farmer_Name,Customer_Name
Apple,113,2.1,John Smith,Benita Holloway
Orange,93,1.61,John Smith,Karen Carroll
Banana,,1.73,John Smith,Michael Renteria
Grape,,2.51,John Smith,Lisa Narro
Pear,110,1.34,John Smith,William Hotton
Apple,,2.22,John Smith,Andre Gandhi
Orange,,2.76,John Smith,George Mcgee
Banana,53,2.54,John Smith,Dale Houston
Grape,94,2.36,John Smith,George Sigrist
Pear,69,1.8,John Smith,Charlotte Sweeney
Apple,,1.1,John Smith,John Margulis
Orange,,2.85,John Smith,Dale Stiff
Banana,130,2.52,John Smith,Violet Franklin
Grape,113,2.26,John Smith,Mary Ford
Pear,77,1.36,John Smith,Melinda Willingham
Apple,136,2.17,John Smith,Dana Gonzalez
Orange,134,1.82,John Smith,Robert Ratterree
Banana,112,1.01,John Smith,Lisa Young
Grape,124,2.77,John Smith,Nancy Bond
Pear,73,,John Smith,Doyle Allen
Apple,,1.7,John Smith,Virginia Cumbee
Orange,61,1.59,John Smith,Michael Kenney
Banana,131,2.41,John Smith,Deanna Palo
Grape,141,2.83,John Smith,Patricia Valdez
Pear,,1.35,John Smith,Jennifer Mcgraw
Apple,,1.54,John Smith,Brian Mckinney
Orange,142,,John Smith,Mary Foppiano
Banana,123,1.83,John Smith,Eddie Staggs
Grape,,2.16,John Smith,Michael Botcher
Pear,,1.46,John Smith,Ada Mccormick
Apple,109,1.43,John Smith,Maria Peterson
Orange,112,2.78,John Smith,Keven Jones
Banana,91,2.81,John Smith,Nancy Mccoy
Grape,,1.95,John Smith,Mildred Brasher
Pear,59,1.75,John Smith,Gertrude Peterson
Apple,76,2.08,John Smith,Annamarie Silva
Orange,72,2.67,John Smith,Marsha Janssen
Banana,89,2.52,John Smith,Rebecca Stubbs
Grape,55,2.2,John Smith,Miles Villanveva
Pear,113,1.11,John Smith,Juanita Poole
Apple,71,2.43,John Smith,Deirdre Breau
Orange,52,1.13,John Smith,Aida Enos
Banana,100,,John Smith,Elizabeth Beyer
Grape,55,2.21,John Smith,Glenn Potter
Pear,97,2.07,John Smith,Rodney Suennen
Apple,,1.75,John Smith,Lisa Atkins
Orange,146,,John Smith,Samuel Olaughlin
Banana,124,2.82,John Smith,Andy Holbrook
Grape,109,2.69,John Smith,Deborah Dickson
Pear,116,1.81,John Smith,Laura Catoe
Apple,62,1.61,John Smith,Robert Mcgranahan
Orange,137,1.27,John Smith,Carrie Griffin
Banana,143,1.52,John Smith,Cheryl Ruano
Grape,61,2.77,John Smith,Pauline Lewandowski
Pear,90,2.21,John Smith,Stanley Lauseng
Apple,107,2.29,John Smith,Patrick Paris
Orange,143,,John Smith,James Manuel
Banana,110,,John Smith,Richard Cole
Grape,72,2.37,John Smith,Francis Miller
Pear,,2.92,John Smith,Michael Cook
Apple,148,1.04,John Smith,Kathryn Seigler
Orange,58,2.81,John Smith,Anthony Watson
Banana,,2.97,John Smith,Donald Swanson
Grape,,,John Smith,Felipe Kelly
Pear,63,2.84,John Smith,Carol Reid
Apple,108,2.55,John Smith,George Crouch
Orange,146,1.22,John Smith,Taylor Mares
Banana,123,,John Smith,Gina Rader
Grape,149,2.22,John Smith,Michael Paterson
Pear,,1.23,John Smith,Jennifer Criswell
Apple,81,2.44,John Smith,Ilene Wyrick
Orange,,2.65,John Smith,Mary Panzarella
Banana,131,,John Smith,Kimberly Lentz
Grape,138,1.72,John Smith,Milton Fabela
Pear,109,2.32,John Smith,Andrew Scott
Apple,81,1.69,John Smith,Juan Dodd
Orange,132,1.86,John Smith,Zella Larkin
Banana,136,1.85,John Smith,Jackie Spradling
Grape,103,2.97,John Smith,Margaret Hatfield
Pear,85,2.17,John Smith,Jerry Maybury
Apple,64,1.7,John Smith,Melinda Dicken
Orange,,1.53,John Smith,Ruth Israel
Banana,52,1.9,John Smith,Shelby Reed
Grape,132,,John Smith,Randal Morgan
Pear,103,2.41,John Smith,Paula Smith
Apple,75,1.07,John Smith,Carol Brunelle
Orange,100,2.53,John Smith,Shane Mangham
Banana,99,2.87,John Smith,Daniel Mckinney
Grape,115,1.92,John Smith,Laurie Whittman
Pear,115,2.3,John Smith,Scott Glenn
Apple,146,2.13,John Smith,John Hale
Orange,,2.55,John Smith,Charles Dudley
Banana,68,2,John Smith,Andres Hughes
Grape,123,,John Smith,Karl Garrett
Pear,,2.4,John Smith,Allen Smith
Apple,,,John Smith,Eduardo Amyotte
Orange,138,1.19,John Smith,Blanche Mclendon
Banana,140,1.14,John Smith,Johanne Hennon
Grape,64,1.97,John Smith,Gary Cox
Pear,98,2.26,John Smith,Stephen Bell
Apple,120,1.21,John Smith,Jane Prewitt
Orange,76,2.98,John Smith,Gene Payton
Banana,,2.67,John Smith,Alex Cheatom
Grape,92,2.55,John Smith,Jose Murphy
Pear,77,2.61,John Smith,Ernest Bak
Apple,55,2.97,John Smith,Jeremy Sellers
Orange,112,1.96,John Smith,Matthew Brown
Banana,104,1.28,John Smith,Anthony Fairchild
Grape,120,,John Smith,Raymond Gorham
Pear,58,2.84,John Smith,Walter Reider
Apple,,1.84,John Smith,Susan Owen
Orange,90,1.21,John Smith,Billy Springs
Banana,64,2.94,John Smith,Jesus Dick
Grape,82,2.01,John Smith,Jill Murphy
Pear,145,,John Smith,Barbara Mcgill
Apple,135,,John Smith,Larry Lofton
Orange,91,2.63,John Smith,John Townsend
Banana,82,2.15,John Smith,Steve Wilson
Grape,87,,John Smith,Joseph Moore
Pear,147,2.62,John Smith,Vincent Coughlin
Apple,,1.67,John Smith,Mary Cruz
Orange,,2.85,John Smith,Julianne Lewis
Banana,139,,John Smith,Laura Hood
Grape,,1.16,John Smith,Katherine Leanen
Pear,101,2.28,John Smith,Martha Gates
Apple,75,1.97,John Smith,Gary Bowman
Orange,57,2.01,John Smith,Ricardo Hoye
Banana,138,2.27,John Smith,Joseph Rodriguez
Grape,147,2.75,John Smith,Mary Silva
Pear,59,2.43,John Smith,Joe Valadez
Apple,134,2.29,John Smith,Kathy Holmes
Orange,146,1.83,John Smith,Dottie Mauldin
Banana,111,,John Smith,Eric Byrd
Grape,55,2.72,John Smith,Lynda Austin
Pear,70,1.52,John Smith,Kimberly Murphy
Apple,76,2.75,John Smith,Jeremy Bulter
Orange,62,2.99,John Smith,Martha Ianacone
Banana,136,2.87,John Smith,Dorian Ayres
Grape,59,1.78,John Smith,Ralph Dugan
Pear,78,1.61,John Smith,Sean Dorman
Apple,68,2.12,John Smith,Evan Stucky
Orange,136,2.67,John Smith,Joyce Fink
Banana,59,1.3,John Smith,Michael Hearn
Grape,56,2.66,John Smith,Anna Moncrief
Pear,138,1.59,John Smith,James Larson
Apple,,1.4,John Smith,Barry Pope
Orange,,1.81,John Smith,Timothy Carter
Banana,82,1.64,John Smith,Emmanuel Sweeting
Grape,52,1.92,John Smith,Sigrid Robertson
Pear,107,1.64,John Smith,Nellie Ringgold
Apple,88,2.75,John Smith,Penny Holloway
Orange,64,1.76,John Smith,Tracy Nitz
Banana,,2.17,John Smith,Alejandro Rojas
Grape,130,1.86,John Smith,Angela Heaps
Pear,123,,John Smith,Steven Sterlace
Apple,93,2.19,John Smith,Ramon Farmer
Orange,106,1.12,John Smith,David Hill
Banana,90,2.01,John Smith,Tonya Jackson
Grape,128,2.8,John Smith,Lorriane Arrants
Pear,93,2.48,John Smith,Jennifer Sanders
Apple,146,1.63,John Smith,Felix Barron
Orange,,2.98,John Smith,Holly Rodriguez
Banana,54,1.97,John Smith,Howard Bennett
Grape,,1.71,John Smith,Darlene Martinez
Pear,135,2.59,John Smith,Suzanne Nelson
Apple,,1.79,John Smith,Eunice Collins
Orange,117,,John Smith,Karen Brewer
Banana,62,1.6,John Smith,Steven Johnson
Grape,54,1.44,John Smith,Gail Tucker
Pear,54,1.09,John Smith,Robert Busby
Apple,137,2.08,John Smith,Joann Burns
Orange,,1.82,John Smith,Scott Adams
Banana,121,2.48,John Smith,John Mcgee
Grape,,2.77,John Smith,Brenda Watts
Pear,65,2.21,John Smith,John Lloyd
Apple,89,1.62,John Smith,Donovan Cochran
Orange,116,1.92,John Smith,Carmen Alexander
Banana,95,,John Smith,Samantha Page
Grape,59,1.55,John Smith,Jeremy Shelley
Pear,96,2.19,John Smith,Milton Rhodes
Apple,82,1.9,John Smith,Charles Miller
Orange,,1.29,John Smith,John Leon
Banana,,2.73,John Smith,Audrey Ader
Grape,116,1.28,John Smith,Christina Morris
Pear,72,1.61,John Smith,Marie Vollstedt
Apple,81,1.07,John Smith,Richard Roberts
Orange,68,2.27,John Smith,Monique King
Banana,94,1.16,John Smith,Elizabeth Seaton
Grape,63,1.29,John Smith,Gretchen Manners
Pear,102,1.73,John Smith,Lorraine Benesh
Apple,115,1.19,John Smith,Michael Kahn
Orange,124,1.58,John Smith,Della Whitten
Banana,123,2.22,John Smith,Natosha Guitterez
Grape,,1.67,John Smith,Gary Jones
Pear,,2.9,John Smith,Billie Starks
Apple,91,1.15,John Smith,Alice Warren
Orange,66,,John Smith,Miki Hatcher
Banana,124,1.53,John Smith,Chandra Hawkins
Grape,98,1.27,John Smith,Wendy Squires
Pear,101,,John Smith,George Curtsinger
Apple,,3,John Smith,Lauren Hudson
Orange,57,2.05,John Smith,Joseph Hess
Banana,,1.51,John Smith,Michael Ramirez
Grape,,2.05,John Smith,Christopher Green
Pear,125,1.94,John Smith,Joseph Williams
Apple,148,1.71,John Smith,Antonio Miraflores
Orange,116,1.02,John Smith,Florentino Lejeune
Banana,58,1.06,John Smith,John Konon
Grape,74,1.82,John Smith,Christine Oconnor
Pear,74,1.62,John Smith,David Flanders
Apple,125,2.03,John Smith,Jennifer Weathers
Orange,,2.18,John Smith,Wesley Warner
Banana,,1.83,John Smith,Hilary Pharmer
Grape,107,1.58,John Smith,Larry Kleman
Pear,,2.75,John Smith,Tom Mueller
Apple,,2.75,John Smith,Maggie Harrod
Orange,65,2.77,John Smith,Alan Smith
Banana,147,2.02,John Smith,Russell Beuth
Grape,70,2.6,John Smith,Janette Edell
Pear,131,1.15,John Smith,Anthony Mccarty
Apple,90,2.8,John Smith,Janet Halsey
Orange,,1.78,John Smith,Gregory Johnson
Banana,85,2.4,John Smith,Robert Griffin
Grape,,1.24,John Smith,Michelle Lopez
Pear,146,2.72,John Smith,Ryan Holley
Apple,,2.76,John Smith,Beatrice Whitlock
Orange,66,1.13,John Smith,Myrtle Carlson
Banana,,1.99,John Smith,Richard Ross
Grape,,,John Smith,Kelly Emanuel
Pear,,2.64,John Smith,Lucy Martin
Apple,143,1.28,John Smith,Michael Crane
Orange,71,1.68,John Smith,Brent Sotelo
Banana,101,2.44,John Smith,Marilyn Poole
Grape,54,1.47,John Smith,Sue Oconnor
Pear,61,2.8,John Smith,Lynn Dow
Apple,121,2.11,John Smith,Miranda Gordon
Orange,,2.17,John Smith,Brad Morgan
Banana,98,1.33,John Smith,Beryl Baerga
Grape,138,1.66,John Smith,Robert Raymond
Pear,,1.27,John Smith,Ashley Gomez
Apple,85,1.49,John Smith,Ramona Rogillio
Orange,100,1.44,John Smith,Chris Lewis
Banana,,,John Smith,Tyson Harris
Grape,122,2.16,John Smith,Douglas Luna
Pear,87,1.86,John Smith,Martha Mihm
Apple,69,1.5,John Smith,Karen Sampson
Orange,119,2.07,John Smith,Brenda Desantis
Banana,129,1.91,John Smith,William Raya
Grape,117,2.89,John Smith,Clifton Livingston
Pear,68,1.98,John Smith,Sylvia Cota
Apple,,1.58,John Smith,Crystal Mitchener
Orange,132,2.93,John Smith,Alma Gordon
Banana,,,John Smith,Cyndy Bellamy
Grape,136,1.22,John Smith,Sherry Barrios
Pear,62,,John Smith,Janet Holden
Apple,,2.22,John Smith,Chad Bryan
Orange,119,2.12,John Smith,Michael Bell
Banana,131,1.76,John Smith,Mitchell Reff
Grape,146,,John Smith,Matthew Smallwood
Pear,,1.19,John Smith,James Tocco
Apple,127,,John Smith,George Lee
Orange,82,1.57,John Smith,Rhett Griffith
Banana,87,1.53,John Smith,Steven Chavarria
Grape,,2.52,John Smith,Amy Jone
Pear,97,1.27,John Smith,Gary Darling
Apple,73,2.31,John Smith,Karlene Batts
Orange,67,1.76,John Smith,James Mee
Banana,141,1.23,John Smith,Lloyd Mckeown
Grape,109,1.89,John Smith,Cecil Davis
Pear,100,1.38,John Smith,Silva Cannon
Apple,149,2.46,John Smith,Harry Crutcher
Orange,55,2.94,John Smith,David Marshall
Banana,133,1.2,John Smith,Michael Costa
Grape,106,1.35,John Smith,Darrell Maresca
Pear,76,,John Smith,George Lawrence
Apple,73,2.13,John Smith,Phillip Garcia
Orange,55,,John Smith,Isaiah Wooten
Banana,111,2.05,John Smith,Heather Lampron
Grape,,2.57,John Smith,George Plitt
Pear,,,John Smith,Mary Smith
Apple,,2.68,John Smith,Lawrence Garcia
Orange,139,1.11,John Smith,Randell Mimaki
Banana,71,2.22,John Smith,David Price
Grape,62,2.88,John Smith,Shawn Shurley
Pear,,1.99,John Smith,Pauline Sandlan
Apple,76,,John Smith,Robyn Ruiz
Orange,,1.72,John Smith,Margaret Sandy
Banana,97,2.82,John Smith,Russell Delargy
Grape,,1.18,John Smith,Sonya James
Pear,57,2.69,John Smith,Rebecca Karle
Apple,,2.56,John Smith,Pedro York
Orange,65,2.61,John Smith,Cynthia Kelly
Banana,99,1.37,John Smith,Karen Barron
Grape,85,2.34,John Smith,Teresa Snyder
Pear,73,1.08,John Smith,Geoffrey Martenez
Apple,77,2.81,John Smith,Hershel Pinner
Orange,78,,John Smith,Christeen Senft
Banana,137,1.42,John Smith,Bobby Chung
Grape,61,,John Smith,Tamara Neely
Pear,112,1.55,John Smith,Kevin Hollon
Apple,76,1.65,John Smith,Frances Holland
Orange,,2.68,John Smith,James Mcwhite
Banana,103,1.15,John Smith,Judy Amador
Grape,103,1.47,John Smith,Bruce Dubose
Pear,113,1.76,John Smith,Donald Garrett
Apple,130,1.5,John Smith,Jose Mckay
Orange,50,2.38,John Smith,Charles Puhl
Banana,,,John Smith,Mary Cline
Grape,103,1.86,John Smith,Paul Buckingham
Pear,121,2.72,John Smith,Donald Parsons
Apple,50,2.32,John Smith,Roger Flynn
Orange,133,2.4,John Smith,James Mccafferty
Banana,77,2.25,John Smith,Tessa Kemmis
Grape,52,1.81,John Smith,Omar Leedy
Pear,84,1.95,John Smith,Paul Coop
Apple,,1.22,John Smith,Marcos Negrete
Orange,66,2.15,John Smith,Ruben Alvarez
Banana,87,1.03,John Smith,Anthony Walker
Grape,116,1.84,John Smith,Vernon Murrow
Pear,125,2.95,John Smith,Randall Burt
Apple,86,1.73,John Smith,John Walton
Orange,,2.61,John Smith,Richard Shelton
Banana,118,2.63,John Smith,Kathleen Anderson
Grape,,1.06,John Smith,Frederick King
Pear,142,2.2,John Smith,Norris Kowalewski
Apple,105,1.73,John Smith,Ethel Robinson
Orange,145,2.11,John Smith,Chad Owens
Banana,103,2.58,John Smith,Donna Lancaster
Grape,63,1.02,John Smith,Roger Hunt
Pear,50,1.9,John Smith,Janelle Hysmith
Apple,115,1.23,John Smith,Sylvia Harris
Orange,56,2.4,John Smith,Jill Thornsberry
Banana,,2.91,John Smith,Lois Fontenot
Grape,91,2.18,John Smith,Carol Fetner
Pear,125,1.59,John Smith,Eric Gibson
Apple,145,,John Smith,Heather Squires
Orange,,1.67,John Smith,Lucile Rodriguez
Banana,59,1.28,John Smith,Gene Haley
Grape,136,2.35,John Smith,Jeffrey Mcgee
Pear,63,1.27,John Smith,Robert Mcqueen
Apple,97,1.92,John Smith,Abel Aumick
Orange,86,1.59,John Smith,Kimberly Elliott
Banana,56,2.38,John Smith,Willard Torain
Grape,75,2.65,John Smith,Marcus Brucato
Pear,94,2.59,John Smith,Paul Twine
Apple,67,2.35,John Smith,Vanessa Rodriguez
Orange,67,2.58,John Smith,Joanne Green
Banana,118,1.92,John Smith,Jennifer Wilhelm
Grape,109,1.51,John Smith,Alice Thomas
Pear,,1.89,John Smith,Blanca Switzer
Apple,,1.47,John Smith,Carolyn Abbott
Orange,147,1.97,John Smith,Jaclyn Meyer
Banana,72,,John Smith,Deborah Paul
Grape,93,1.69,John Smith,Matthew Becerra
Pear,,1.48,John Smith,Susan Fowler
Apple,104,,John Smith,Norma Martinez
Orange,67,1.56,John Smith,Julius Ogrady
Banana,55,2.59,John Smith,Jessica Carlson
Grape,,2.08,John Smith,Matthew Brown
Pear,117,2.83,John Smith,Herbert Perez
Apple,132,2.49,John Smith,Loris Martino
Orange,149,2.97,John Smith,Beatrice Baker
Banana,128,2.11,John Smith,Ryan Cromer
Grape,143,1.61,John Smith,Linda Livengood
Pear,100,2.46,John Smith,Ana Zayicek
Apple,104,2.6,John Smith,Margaret Hyde
Orange,70,,John Smith,Sandra Thomas
Banana,146,2.35,John Smith,Willard Staley
Grape,95,1.34,John Smith,Jerry Aguas
Pear,56,1.54,John Smith,Lenora Dupree
Apple,144,,John Smith,Jaunita Conley
Orange,146,2.68,John Smith,Fred Aldrich
Banana,60,1.34,John Smith,Dale Tongue
Grape,105,2.02,John Smith,Hiram Merritt
Pear,125,1.25,John Smith,Paul Matthew
Apple,80,1.42,John Smith,Ryan Chavez
Orange,107,1.04,John Smith,Dana Evans
Banana,144,2.33,John Smith,Viola Maldonado
Grape,69,1.47,John Smith,Frank Lacosse
Pear,61,2.62,John Smith,Eileen Turner
Apple,144,1.56,John Smith,Paul Cardenas
Orange,114,1.35,John Smith,Donald Kettler
Banana,,,John Smith,Maria Siegel
Grape,60,,John Smith,Sadie Foster
Pear,98,2.5,John Smith,Christopher Penya
Apple,,,John Smith,Joseph Jones
Orange,105,,John Smith,Daniel Reed
Banana,,2.94,John Smith,Mike Saenz
Grape,75,2.36,John Smith,Patricia Edwards
Pear,,2.36,John Smith,Kerri Keller
Apple,,1.88,John Smith,Lynne Parker
Orange,,,John Smith,Emily Bridges
Banana,138,2.18,John Smith,Joel Estes
Grape,89,2.6,John Smith,Donald Feldman
Pear,55,2.08,John Smith,Joel Tyska
Apple,86,1.29,John Smith,Jennifer Bendel
Orange,101,2.78,John Smith,John Selley
Banana,121,1.84,John Smith,Nick Curry
Grape,103,2.62,John Smith,Patricia Teel
Pear,113,1.78,John Smith,John Miller
Apple,59,1.23,John Smith,Evelyn Ortiz
Orange,104,2.7,John Smith,Rodney Jackson
Banana,60,1.49,John Smith,Deborah Wilke
Grape,,,John Smith,Anita Ridgeway
Pear,73,1.12,John Smith,Sandra Hernandez
Apple,76,2.09,John Smith,Gilda Coe
Orange,78,1.23,John Smith,Thomas Schultz
Banana,118,1.24,John Smith,Sherrill Mullins
Grape,,2.12,John Smith,Shani Smith
Pear,,2.35,John Smith,Terrie Kelley
Apple,82,,John Smith,Lorraine Owens
Orange,70,2.72,John Smith,Amber Hathaway
Banana,86,1.91,John Smith,Junior Tilson
Grape,67,2.7,John Smith,John Simmons
Pear,75,2.06,John Smith,Carol Isabella
Apple,120,2.71,John Smith,Michael Lyon
Orange,92,1.94,John Smith,Mary Donaldson
Banana,56,2.94,John Smith,Margaret Werth
Grape,82,1.79,John Smith,Robert Holmes
Pear,106,2.99,John Smith,Michael Trell
Apple,138,2.79,John Smith,Amy Coldwell
Orange,101,,John Smith,Stan Ketchie
Banana,122,2.17,John Smith,Lisa Morrison
Grape,107,2.31,John Smith,Robert Cooney
Pear,108,2.73,John Smith,Debora Stubbs
Apple,76,2.01,John Smith,Christopher Cain
Orange,,1.12,John Smith,Esther Bowling
Banana,134,1.97,John Smith,John Robertson
Grape,105,1.07,John Smith,Susan Roach
Pear,76,2.17,John Smith,Brenda Byrne
Apple,,2.9,John Smith,Michael Mead
Orange,110,1.19,John Smith,Charles Rios
Banana,99,,John Smith,Robert Mabry
Grape,76,2.08,John Smith,Sandra Shields
Pear,90,1.68,John Smith,Chester Valdez
Apple,130,1.09,John Smith,Thomas Justus
Orange,123,1.34,John Smith,Ronald Sisco
Banana,136,1.08,John Smith,Dionna Hudek
Grape,,2.51,John Smith,Maria Reese
Pear,127,1.51,John Smith,William Wene
Apple,62,1.02,John Smith,Monica White
Orange,130,1.07,John Smith,Patricia Parks
Banana,62,2.35,John Smith,Adele Lawson
Grape,60,1.22,John Smith,Gail Mayfield
Pear,135,1.47,John Smith,Elise Mildon
Apple,140,1.22,John Smith,Joyce Friley
Orange,141,1.61,John Smith,Aline Bermudez
Banana,82,1.23,John Smith,Zada Duran
Grape,60,2.74,John Smith,Gina Miramon
Pear,110,1.85,John Smith,Andre Larkey
Apple,57,2.29,John Smith,Lawrence Sharp
Orange,107,1.04,John Smith,Mercedes Smith
Banana,88,2.27,John Smith,Keith Carruth
Grape,,1.76,John Smith,Richard Rapp
Pear,60,1.4,John Smith,Marcella Morales
Apple,53,2.19,John Smith,David Davis
Orange,67,1.06,John Smith,Diane Jones
Banana,63,2.29,John Smith,Joyce Slavens
Grape,,2.37,John Smith,Reginia Folsom
Pear,64,2.44,John Smith,Ruth Adams
Apple,123,,John Smith,Mary Hess
Orange,59,1.98,John Smith,Sharon Hicks
Banana,66,,John Smith,Rafael Parker
Grape,60,,John Smith,James Mancuso
Pear,,1.3,John Smith,Cecilia Steinmetz
Apple,105,2.84,John Smith,Crista Engler
Orange,56,2.7,John Smith,Mark Lutz
Banana,109,1.11,John Smith,Patricia Crain
Grape,148,1,John Smith,Marie Trible
Pear,131,1.82,John Smith,Richard Jenkins
Apple,58,,John Smith,Robert Cummings
Orange,,2.4,John Smith,Brett Sansotta
Banana,55,,John Smith,Javier Schroeder
Grape,69,2.56,John Smith,Beth Lara
Pear,95,2.2,John Smith,Michael Odonnell
Apple,84,2.98,John Smith,Eric Smith
Orange,106,1.32,John Smith,Audrey Muray
Banana,70,2.32,John Smith,Linda Jordan
Grape,80,1.27,John Smith,Joseph Natalie
Pear,,2.87,John Smith,Robert Kopacz
Apple,,2.24,John Smith,Phillip Nestor
Orange,117,1.37,John Smith,Steven Rodrequez
Banana,,2.91,John Smith,Erika Guevara
Grape,56,1.47,John Smith,Kenneth Jackson
Pear,88,1.02,John Smith,Sherri Debartolo
Apple,84,2.35,John Smith,John Mckain
Orange,119,2.17,John Smith,Louise Hay
Banana,87,1.4,John Smith,Anne Kenely
Grape,102,1.08,John Smith,Desiree White
Pear,,1.12,John Smith,Susan Kirkland
Apple,,1.04,John Smith,Frank King
Orange,133,2.81,John Smith,Sheryl Curtis
Banana,95,2.16,John Smith,Jeanette Pratt
Grape,126,1.32,John Smith,Sean Heil
Pear,79,1.36,John Smith,Henry Mueller
Apple,116,1.48,John Smith,Shirley Hill
Orange,61,2.63,John Smith,Chelsey Krahn
Banana,,2.5,John Smith,James Toppa
Grape,53,1.47,John Smith,Barbara Tosh
Pear,59,2.09,John Smith,Margie Cooke
Apple,,1.48,John Smith,Ruth Scofield
Orange,85,2.28,John Smith,Tracy Ross
Banana,144,1.14,John Smith,Hugh Gallo
Grape,147,1.27,John Smith,Romeo Johnson
Pear,57,1.5,John Smith,Robert Hatton
Apple,62,1.96,John Smith,Brenda Brown
Orange,81,,John Smith,Angie Martinez
Banana,73,2.99,John Smith,George Wright
Grape,92,1.84,John Smith,Grace Smith
Pear,81,1.54,John Smith,Amber Mckeithan
Apple,,1.3,John Smith,Margaret May
Orange,,2.04,John Smith,Allison Richards
Banana,129,1.61,John Smith,Irma Dossett
Grape,,2.9,John Smith,Holly Cummings
Pear,121,1.05,John Smith,Starla Mosher
Apple,104,1.81,John Smith,Bobby Elkins
Orange,,2.9,John Smith,Denise Pugh
Banana,51,2.59,John Smith,Lisa Pennisi
Grape,59,2.59,John Smith,Stephen Ripka
Pear,60,1.46,John Smith,Felicia Gott
Apple,95,2.46,John Smith,Nicole Barrett
Orange,104,,John Smith,Chasity Barajas
Banana,87,,John Smith,Manuel Lingo
